decision_month,decision_date,sell_date,universe_asof_date,raw_universe_size,available_universe_size,momentum_window,holding_months,top_n,stock_1,mom_1,stock_1_return,stock_2,mom_2,stock_2_return,stock_3,mom_3,stock_3_return,avg_momentum,holding_return
2018-03,2018-03-01,2018-05-01,2018-03-01,103,86,3,2,3,NFLX,0.16336523416942353,0.07889391511835364,MELI,0.1247312947452522,-0.11915515295532231,STX,0.1246756869557214,0.014470172500936407,0.1375907386234657,-0.00859702177867742
2018-03,2018-03-01,2018-06-01,2018-03-01,103,86,3,3,3,NFLX,0.16336523416942353,0.23947107610419005,MELI,0.1247312947452522,-0.23021433415488535,STX,0.1246756869557214,0.08352391923091984,0.1375907386234657,0.030926887060074848
2018-04,2018-04-02,2018-05-01,2018-04-02,103,86,3,1,1,NFLX,0.12634606255896516,0.11777090421215841,,,,,,,0.12634606255896516,0.11777090421215841
2018-04,2018-04-02,2018-06-01,2018-04-02,103,86,3,2,1,NFLX,0.12634606255896516,0.28413432133391514,,,,,,,0.12634606255896516,0.28413432133391514
2018-04,2018-04-02,2018-07-02,2018-04-02,103,86,3,3,1,NFLX,0.12634606255896516,0.4206001550975458,,,,,,,0.12634606255896516,0.4206001550975458
2018-04,2018-04-02,2018-05-01,2018-04-02,103,86,3,1,2,NFLX,0.12634606255896516,0.11777090421215841,STX,0.11358180100402744,-0.06129876597361206,,,,0.11996393178149631,0.028236069119273177
2018-04,2018-04-02,2018-06-01,2018-04-02,103,86,3,2,2,NFLX,0.12634606255896516,0.28413432133391514,STX,0.11358180100402744,0.002597481571823934,,,,0.11996393178149631,0.14336590145286954
2018-04,2018-04-02,2018-07-02,2018-04-02,103,86,3,3,2,NFLX,0.12634606255896516,0.4206001550975458,STX,0.11358180100402744,0.00834648416138939,,,,0.11996393178149631,0.21447331962946758
2018-04,2018-04-02,2018-05-01,2018-04-02,103,86,3,1,3,NFLX,0.12634606255896516,0.11777090421215841,STX,0.11358180100402744,-0.06129876597361206,WDAY,0.06763401509102358,0.003034213424579324,0.1025206262180054,0.019835450554375227
2018-04,2018-04-02,2018-06-01,2018-04-02,103,86,3,2,3,NFLX,0.12634606255896516,0.28413432133391514,STX,0.11358180100402744,0.002597481571823934,WDAY,0.06763401509102358,0.008383927416702575,0.1025206262180054,0.09837191010748055
2018-04,2018-04-02,2018-07-02,2018-04-02,103,86,3,3,3,NFLX,0.12634606255896516,0.4206001550975458,STX,0.11358180100402744,0.00834648416138939,WDAY,0.06763401509102358,-0.007824942065273954,0.1025206262180054,0.14037389906455375
2018-05,2018-05-01,2018-06-01,2018-05-01,103,86,3,1,1,NFLX,0.05950400198587513,0.14883498621662095,,,,,,,0.05950400198587513,0.14883498621662095
2018-05,2018-05-01,2018-07-02,2018-05-01,103,86,3,2,1,NFLX,0.05950400198587513,0.2709224669779995,,,,,,,0.05950400198587513,0.2709224669779995
2018-05,2018-05-01,2018-08-01,2018-05-01,103,86,3,3,1,NFLX,0.05950400198587513,0.08005111182962232,,,,,,,0.05950400198587513,0.08005111182962232
2018-05,2018-05-01,2018-06-01,2018-05-01,103,86,3,1,2,NFLX,0.05950400198587513,0.14883498621662095,ULTA,0.053553828235325986,-0.021825877133807237,,,,0.056528915110600556,0.06350455454140685
2018-05,2018-05-01,2018-07-02,2018-05-01,103,86,3,2,2,NFLX,0.05950400198587513,0.2709224669779995,ULTA,0.053553828235325986,-0.07214109880818032,,,,0.056528915110600556,0.09939068408490959
2018-05,2018-05-01,2018-08-01,2018-05-01,103,86,3,3,2,NFLX,0.05950400198587513,0.08005111182962232,ULTA,0.053553828235325986,-0.05035510080225847,,,,0.056528915110600556,0.014848005513681928
2018-05,2018-05-01,2018-06-01,2018-05-01,103,86,3,1,3,NFLX,0.05950400198587513,0.14883498621662095,ULTA,0.053553828235325986,-0.021825877133807237,AMZN,0.048785034904271295,0.03746545517772848,0.0539476217084908,0.05482485475351406
2018-05,2018-05-01,2018-07-02,2018-05-01,103,86,3,2,3,NFLX,0.05950400198587513,0.2709224669779995,ULTA,0.053553828235325986,-0.07214109880818032,AMZN,0.048785034904271295,0.08312166286915113,0.0539476217084908,0.0939676770129901
2018-05,2018-05-01,2018-08-01,2018-05-01,103,86,3,3,3,NFLX,0.05950400198587513,0.08005111182962232,ULTA,0.053553828235325986,-0.05035510080225847,AMZN,0.048785034904271295,0.13582469124111007,0.0539476217084908,0.05517356742282464
2018-06,2018-06-01,2018-07-02,2018-06-01,103,86,3,1,1,ALGN,0.11641715210283525,0.02158576516994115,,,,,,,0.11641715210283525,0.02158576516994115
2018-06,2018-06-01,2018-08-01,2018-06-01,103,86,3,2,1,ALGN,0.11641715210283525,0.06187521719575617,,,,,,,0.11641715210283525,0.06187521719575617
2018-06,2018-06-01,2018-09-04,2018-06-01,103,86,3,3,1,ALGN,0.11641715210283525,0.15683446158311543,,,,,,,0.11641715210283525,0.15683446158311543
2018-06,2018-06-01,2018-07-02,2018-06-01,103,86,3,1,2,ALGN,0.11641715210283525,0.02158576516994115,MU,0.08043792320203395,-0.07252312954985018,,,,0.0984275376524346,-0.025468682189954517
2018-06,2018-06-01,2018-08-01,2018-06-01,103,86,3,2,2,ALGN,0.11641715210283525,0.06187521719575617,MU,0.08043792320203395,-0.10980588237879285,,,,0.0984275376524346,-0.02396533259151834
2018-06,2018-06-01,2018-09-04,2018-06-01,103,86,3,3,2,ALGN,0.11641715210283525,0.15683446158311543,MU,0.08043792320203395,-0.1159346088062686,,,,0.0984275376524346,0.02044992638842341
2018-06,2018-06-01,2018-07-02,2018-06-01,103,86,3,1,3,ALGN,0.11641715210283525,0.02158576516994115,MU,0.08043792320203395,-0.07252312954985018,NFLX,0.07727502333515619,0.10627068484695168,0.09137669954667514,0.01844444015568088
2018-06,2018-06-01,2018-08-01,2018-06-01,103,86,3,2,3,ALGN,0.11641715210283525,0.06187521719575617,MU,0.08043792320203395,-0.10980588237879285,NFLX,0.07727502333515619,-0.059872719069533065,0.09137669954667514,-0.035934461417523246
2018-06,2018-06-01,2018-09-04,2018-06-01,103,86,3,3,3,ALGN,0.11641715210283525,0.15683446158311543,MU,0.08043792320203395,-0.1159346088062686,NFLX,0.07727502333515619,0.010196443184030679,0.09137669954667514,0.017032098653625833
2018-07,2018-07-02,2018-08-01,2018-07-02,103,86,3,1,1,ALGN,0.12749484871898376,0.03943814939425372,,,,,,,0.12749484871898376,0.03943814939425372
2018-07,2018-07-02,2018-09-04,2018-07-02,103,86,3,2,1,ALGN,0.12749484871898376,0.1323909367420324,,,,,,,0.12749484871898376,0.1323909367420324
2018-07,2018-07-02,2018-10-01,2018-07-02,103,86,3,3,1,ALGN,0.12749484871898376,0.15058184559242593,,,,,,,0.12749484871898376,0.15058184559242593
2018-07,2018-07-02,2018-08-01,2018-07-02,103,86,3,1,2,ALGN,0.12749484871898376,0.03943814939425372,NFLX,0.12429219175857702,-0.15018331968135812,,,,0.1258935202387804,-0.0553725851435522
2018-07,2018-07-02,2018-09-04,2018-07-02,103,86,3,2,2,ALGN,0.12749484871898376,0.1323909367420324,NFLX,0.12429219175857702,-0.08684514827961165,,,,0.1258935202387804,0.022772894231210372
2018-07,2018-07-02,2018-10-01,2018-07-02,103,86,3,3,2,ALGN,0.12749484871898376,0.15058184559242593,NFLX,0.12429219175857702,-0.04206638213076219,,,,0.1258935202387804,0.05425773173083187
2018-07,2018-07-02,2018-08-01,2018-07-02,103,86,3,1,3,ALGN,0.12749484871898376,0.03943814939425372,NFLX,0.12429219175857702,-0.15018331968135812,TSLA,0.10303219729562323,-0.1021577426377136,0.11827307925772801,-0.070967637641606
2018-07,2018-07-02,2018-09-04,2018-07-02,103,86,3,2,3,ALGN,0.12749484871898376,0.1323909367420324,NFLX,0.12429219175857702,-0.08684514827961165,TSLA,0.10303219729562323,-0.1376428985244902,0.11827307925772801,-0.03069903668735648
2018-07,2018-07-02,2018-10-01,2018-07-02,103,86,3,3,3,ALGN,0.12749484871898376,0.15058184559242593,NFLX,0.12429219175857702,-0.04206638213076219,TSLA,0.10303219729562323,-0.07273105299087368,0.11827307925772801,0.011928136823596688
2018-08,2018-08-01,2018-09-04,2018-08-01,103,87,3,1,1,ALGN,0.12876018126533784,0.0894259917263458,,,,,,,0.12876018126533784,0.0894259917263458
2018-08,2018-08-01,2018-10-01,2018-08-01,103,87,3,2,1,ALGN,0.12876018126533784,0.10692670483851563,,,,,,,0.12876018126533784,0.10692670483851563
2018-08,2018-08-01,2018-11-01,2018-08-01,103,87,3,3,1,ALGN,0.12876018126533784,-0.3470455499643573,,,,,,,0.12876018126533784,-0.3470455499643573
2018-08,2018-08-01,2018-09-04,2018-08-01,103,87,3,1,2,ALGN,0.12876018126533784,0.0894259917263458,ILMN,0.1017929103352948,0.0921325428537958,,,,0.11527654580031632,0.0907792672900708
2018-08,2018-08-01,2018-10-01,2018-08-01,103,87,3,2,2,ALGN,0.12876018126533784,0.10692670483851563,ILMN,0.1017929103352948,0.13399134805179758,,,,0.11527654580031632,0.1204590264451566
2018-08,2018-08-01,2018-11-01,2018-08-01,103,87,3,3,2,ALGN,0.12876018126533784,-0.3470455499643573,ILMN,0.1017929103352948,-0.03245358951221833,,,,0.11527654580031632,-0.18974956973828783
2018-08,2018-08-01,2018-09-04,2018-08-01,103,87,3,1,3,ALGN,0.12876018126533784,0.0894259917263458,ILMN,0.1017929103352948,0.0921325428537958,QCOM,0.089766869053309,0.09739278517619465,0.10677332021798054,0.09298377325211209
2018-08,2018-08-01,2018-10-01,2018-08-01,103,87,3,2,3,ALGN,0.12876018126533784,0.10692670483851563,ILMN,0.1017929103352948,0.13399134805179758,QCOM,0.089766869053309,0.13847830786501047,0.10677332021798054,0.12646545358510788
2018-08,2018-08-01,2018-11-01,2018-08-01,103,87,3,3,3,ALGN,0.12876018126533784,-0.3470455499643573,ILMN,0.1017929103352948,-0.03245358951221833,QCOM,0.089766869053309,-0.0009305538553522341,0.10677332021798054,-0.1268098977773093
2018-09,2018-09-04,2018-10-01,2018-09-04,103,87,3,1,1,REGN,0.09651402368076778,-0.024014071777124002,,,,,,,0.09651402368076778,-0.024014071777124002
2018-09,2018-09-04,2018-11-01,2018-09-04,103,87,3,2,1,REGN,0.09651402368076778,-0.12086258573856068,,,,,,,0.09651402368076778,-0.12086258573856068
2018-09,2018-09-04,2018-12-03,2018-09-04,103,87,3,3,1,REGN,0.09651402368076778,-0.052781504671891244,,,,,,,0.09651402368076778,-0.052781504671891244
2018-09,2018-09-04,2018-10-01,2018-09-04,103,87,3,1,2,REGN,0.09651402368076778,-0.024014071777124002,ILMN,0.08676800346574402,0.03832758713390483,,,,0.09164101357325591,0.007156757678390413
2018-09,2018-09-04,2018-11-01,2018-09-04,103,87,3,2,2,REGN,0.09651402368076778,-0.12086258573856068,ILMN,0.08676800346574402,-0.1140760186858496,,,,0.09164101357325591,-0.11746930221220514
2018-09,2018-09-04,2018-12-03,2018-09-04,103,87,3,3,2,REGN,0.09651402368076778,-0.052781504671891244,ILMN,0.08676800346574402,-0.007818445277948283,,,,0.09164101357325591,-0.030299974974919763
2018-09,2018-09-04,2018-10-01,2018-09-04,103,87,3,1,3,REGN,0.09651402368076778,-0.024014071777124002,ILMN,0.08676800346574402,0.03832758713390483,ORLY,0.08195021932086662,0.005817668501833628,0.08841074882245947,0.006710394619538151
2018-09,2018-09-04,2018-11-01,2018-09-04,103,87,3,2,3,REGN,0.09651402368076778,-0.12086258573856068,ILMN,0.08676800346574402,-0.1140760186858496,ORLY,0.08195021932086662,-0.06739773744667732,0.08841074882245947,-0.10077878062369587
2018-09,2018-09-04,2018-12-03,2018-09-04,103,87,3,3,3,REGN,0.09651402368076778,-0.052781504671891244,ILMN,0.08676800346574402,-0.007818445277948283,ORLY,0.08195021932086662,0.007446582393349166,0.08841074882245947,-0.017717789185496786
2018-10,2018-10-01,2018-11-01,2018-10-01,103,87,3,1,1,ILMN,0.09627481121519559,-0.14677796074014937,,,,,,,0.09627481121519559,-0.14677796074014937
2018-10,2018-10-01,2018-12-03,2018-10-01,103,87,3,2,1,ILMN,0.09627481121519559,-0.04444265276552062,,,,,,,0.09627481121519559,-0.04444265276552062
2018-10,2018-10-01,2019-01-02,2018-10-01,103,87,3,3,1,ILMN,0.09627481121519559,-0.19648609538755946,,,,,,,0.09627481121519559,-0.19648609538755946
2018-10,2018-10-01,2018-11-01,2018-10-01,103,87,3,1,2,ILMN,0.09627481121519559,-0.14677796074014937,QCOM,0.0934190753292387,-0.12245192618715439,,,,0.09484694327221714,-0.13461494346365188
2018-10,2018-10-01,2018-12-03,2018-10-01,103,87,3,2,2,ILMN,0.09627481121519559,-0.04444265276552062,QCOM,0.0934190753292387,-0.18539942981357416,,,,0.09484694327221714,-0.11492104128954739
2018-10,2018-10-01,2019-01-02,2018-10-01,103,87,3,3,2,ILMN,0.09627481121519559,-0.19648609538755946,QCOM,0.0934190753292387,-0.20078322786117309,,,,0.09484694327221714,-0.19863466162436627
2018-10,2018-10-01,2018-11-01,2018-10-01,103,87,3,1,3,ILMN,0.09627481121519559,-0.14677796074014937,QCOM,0.0934190753292387,-0.12245192618715439,ORLY,0.08139385195366107,-0.0727919266496534,0.09036257949936512,-0.11400727119231906
2018-10,2018-10-01,2018-12-03,2018-10-01,103,87,3,2,3,ILMN,0.09627481121519559,-0.04444265276552062,QCOM,0.0934190753292387,-0.18539942981357416,ORLY,0.08139385195366107,0.0016194922226229203,0.09036257949936512,-0.07607419678549061
2018-10,2018-10-01,2019-01-02,2018-10-01,103,87,3,3,3,ILMN,0.09627481121519559,-0.19648609538755946,QCOM,0.0934190753292387,-0.20078322786117309,ORLY,0.08139385195366107,-0.013389997771781292,0.09036257949936512,-0.13688644034017128
2018-11,2018-11-01,2018-12-03,2018-11-01,103,87,3,1,1,ESRX,0.09475320797456166,0.034965051425054794,,,,,,,0.09475320797456166,0.034965051425054794
2018-11,2018-11-01,2018-12-03,2018-11-01,103,87,3,1,2,ESRX,0.09475320797456166,0.034965051425054794,TTWO,0.05271384852367478,-0.1974245896722231,,,,0.07373352824911822,-0.08122976912358415
2018-11,2018-11-01,2018-12-03,2018-11-01,103,87,3,1,3,ESRX,0.09475320797456166,0.034965051425054794,TTWO,0.05271384852367478,-0.1974245896722231,TMUS,0.05219983280496573,-0.01567923002678706,0.06655562976773406,-0.05937958942465179
2018-12,2018-12-03,2019-01-02,2018-12-03,103,88,3,1,1,SBUX,0.08354714802978225,-0.04711118224629218,,,,,,,0.08354714802978225,-0.04711118224629218
2018-12,2018-12-03,2019-02-01,2018-12-03,103,88,3,2,1,SBUX,0.08354714802978225,0.009036934693908982,,,,,,,0.08354714802978225,0.009036934693908982
2018-12,2018-12-03,2019-03-01,2018-12-03,103,88,3,3,1,SBUX,0.08354714802978225,0.05510769833865914,,,,,,,0.08354714802978225,0.05510769833865914
2018-12,2018-12-03,2019-01-02,2018-12-03,103,88,3,1,2,SBUX,0.08354714802978225,-0.04711118224629218,TSLA,0.07487520401547691,-0.13492697962583466,,,,0.07921117602262959,-0.09101908093606342
2018-12,2018-12-03,2019-02-01,2018-12-03,103,88,3,2,2,SBUX,0.08354714802978225,0.009036934693908982,TSLA,0.07487520401547691,-0.12909703352709823,,,,0.07921117602262959,-0.06003004941659462
2018-12,2018-12-03,2019-03-01,2018-12-03,103,88,3,3,2,SBUX,0.08354714802978225,0.05510769833865914,TSLA,0.07487520401547691,-0.177689734019583,,,,0.07921117602262959,-0.061291017840461925
2018-12,2018-12-03,2019-01-02,2018-12-03,103,88,3,1,3,SBUX,0.08354714802978225,-0.04711118224629218,TSLA,0.07487520401547691,-0.13492697962583466,NTES,0.06594363639096328,-0.023878491148749847,0.07478866281207415,-0.06863888434029224
2018-12,2018-12-03,2019-02-01,2018-12-03,103,88,3,2,3,SBUX,0.08354714802978225,0.009036934693908982,TSLA,0.07487520401547691,-0.12909703352709823,NTES,0.06594363639096328,0.061309882436983765,0.07478866281207415,-0.019583405465401826
2018-12,2018-12-03,2019-03-01,2018-12-03,103,88,3,3,3,SBUX,0.08354714802978225,0.05510769833865914,TSLA,0.07487520401547691,-0.177689734019583,NTES,0.06594363639096328,-0.07639371959964714,0.07478866281207415,-0.06632525176019033
2019-01,2019-01-02,2019-02-01,2019-01-02,103,90,3,1,1,SBUX,0.05507802813767926,0.058924101001166074,,,,,,,0.05507802813767926,0.058924101001166074
2019-01,2019-01-02,2019-03-01,2019-01-02,103,90,3,2,1,SBUX,0.05507802813767926,0.10727262056229914,,,,,,,0.05507802813767926,0.10727262056229914
2019-01,2019-01-02,2019-04-01,2019-01-02,103,90,3,3,1,SBUX,0.05507802813767926,0.15587630508282735,,,,,,,0.05507802813767926,0.15587630508282735
2019-01,2019-01-02,2019-02-01,2019-01-02,103,90,3,1,2,SBUX,0.05507802813767926,0.058924101001166074,WDAY,0.038057494459648046,0.16476769225199517,,,,0.04656776129866365,0.11184589662658062
2019-01,2019-01-02,2019-03-01,2019-01-02,103,90,3,2,2,SBUX,0.05507802813767926,0.10727262056229914,WDAY,0.038057494459648046,0.1840490352164319,,,,0.04656776129866365,0.14566082788936552
2019-01,2019-01-02,2019-04-01,2019-01-02,103,90,3,3,2,SBUX,0.05507802813767926,0.15587630508282735,WDAY,0.038057494459648046,0.2066482619987675,,,,0.04656776129866365,0.18126228354079743
2019-01,2019-01-02,2019-02-01,2019-01-02,103,90,3,1,3,SBUX,0.05507802813767926,0.058924101001166074,WDAY,0.038057494459648046,0.16476769225199517,DLTR,0.03523690097165599,0.0601974306674562,0.042790807856327766,0.09462974130687248
2019-01,2019-01-02,2019-03-01,2019-01-02,103,90,3,2,3,SBUX,0.05507802813767926,0.10727262056229914,WDAY,0.038057494459648046,0.1840490352164319,DLTR,0.03523690097165599,0.056578989416389724,0.042790807856327766,0.11596688173170693
2019-01,2019-01-02,2019-04-01,2019-01-02,103,90,3,3,3,SBUX,0.05507802813767926,0.15587630508282735,WDAY,0.038057494459648046,0.2066482619987675,DLTR,0.03523690097165599,0.1372807531952689,0.042790807856327766,0.16660177342562124
2019-02,2019-02-01,2019-03-01,2019-02-01,103,90,3,1,1,WDAY,0.11121546448651627,0.016553809907929207,,,,,,,0.11121546448651627,0.016553809907929207
2019-02,2019-02-01,2019-04-01,2019-02-01,103,90,3,2,1,WDAY,0.11121546448651627,0.035956156773029546,,,,,,,0.11121546448651627,0.035956156773029546
2019-02,2019-02-01,2019-05-01,2019-02-01,103,90,3,3,1,WDAY,0.11121546448651627,0.08126408317524536,,,,,,,0.11121546448651627,0.08126408317524536
2019-02,2019-02-01,2019-03-01,2019-02-01,103,90,3,1,2,WDAY,0.11121546448651627,0.016553809907929207,AMD,0.08947580143094173,-0.033863725661169575,,,,0.100345632958729,-0.008654957876620184
2019-02,2019-02-01,2019-04-01,2019-02-01,103,90,3,2,2,WDAY,0.11121546448651627,0.035956156773029546,AMD,0.08947580143094173,0.07547941102382105,,,,0.100345632958729,0.0557177838984253
2019-02,2019-02-01,2019-05-01,2019-02-01,103,90,3,3,2,WDAY,0.11121546448651627,0.08126408317524536,AMD,0.08947580143094173,0.09383921728202571,,,,0.100345632958729,0.08755165022863554
2019-02,2019-02-01,2019-03-01,2019-02-01,103,90,3,1,3,WDAY,0.11121546448651627,0.016553809907929207,AMD,0.08947580143094173,-0.033863725661169575,INCY,0.07777147647747518,0.06331403902474042,0.0928209141316444,0.015334707757166685
2019-02,2019-02-01,2019-04-01,2019-02-01,103,90,3,2,3,WDAY,0.11121546448651627,0.035956156773029546,AMD,0.08947580143094173,0.07547941102382105,INCY,0.07777147647747518,0.03654123065853665,0.0928209141316444,0.04932559948512908
2019-02,2019-02-01,2019-05-01,2019-02-01,103,90,3,3,3,WDAY,0.11121546448651627,0.08126408317524536,AMD,0.08947580143094173,0.09383921728202571,INCY,0.07777147647747518,-0.048359799751391375,0.0928209141316444,0.04224783356862657
2019-03,2019-03-01,2019-04-01,2019-03-01,103,90,3,1,1,INCY,0.09941198648928277,-0.025178646555592654,,,,,,,0.09941198648928277,-0.025178646555592654
2019-03,2019-03-01,2019-05-01,2019-03-01,103,90,3,2,1,INCY,0.09941198648928277,-0.10502432459046407,,,,,,,0.09941198648928277,-0.10502432459046407
2019-03,2019-03-01,2019-06-03,2019-03-01,103,90,3,3,1,INCY,0.09941198648928277,-0.0976522716247954,,,,,,,0.09941198648928277,-0.0976522716247954
2019-03,2019-03-01,2019-04-01,2019-03-01,103,90,3,1,2,INCY,0.09941198648928277,-0.025178646555592654,JD,0.09693716391785605,0.08806126227509958,,,,0.09817457520356941,0.031441307859753465
2019-03,2019-03-01,2019-05-01,2019-03-01,103,90,3,2,2,INCY,0.09941198648928277,-0.10502432459046407,JD,0.09693716391785605,0.05116600799648374,,,,0.09817457520356941,-0.026929158296990163
2019-03,2019-03-01,2019-06-03,2019-03-01,103,90,3,3,2,INCY,0.09941198648928277,-0.0976522716247954,JD,0.09693716391785605,-0.10337630064850656,,,,0.09817457520356941,-0.10051428613665098
2019-03,2019-03-01,2019-04-01,2019-03-01,103,90,3,1,3,INCY,0.09941198648928277,-0.025178646555592654,JD,0.09693716391785605,0.08806126227509958,MELI,0.0895580916562639,0.1471746713029094,0.09530241402113425,0.07001909567413878
2019-03,2019-03-01,2019-05-01,2019-03-01,103,90,3,2,3,INCY,0.09941198648928277,-0.10502432459046407,JD,0.09693716391785605,0.05116600799648374,MELI,0.0895580916562639,0.07326630782183541,0.09530241402113425,0.0064693304092850274
2019-03,2019-03-01,2019-06-03,2019-03-01,103,90,3,3,3,INCY,0.09941198648928277,-0.0976522716247954,JD,0.09693716391785605,-0.10337630064850656,MELI,0.0895580916562639,0.25934372749055035,0.09530241402113425,0.01943838507241613
2019-04,2019-04-01,2019-05-01,2019-04-01,103,92,3,1,1,MELI,0.20311614683158127,-0.06442642548682875,,,,,,,0.20311614683158127,-0.06442642548682875
2019-04,2019-04-01,2019-06-03,2019-04-01,103,92,3,2,1,MELI,0.20311614683158127,0.09777853276715409,,,,,,,0.20311614683158127,0.09777853276715409
2019-04,2019-04-01,2019-07-01,2019-04-01,103,92,3,3,1,MELI,0.20311614683158127,0.19532534610071672,,,,,,,0.20311614683158127,0.19532534610071672
2019-04,2019-04-01,2019-05-01,2019-04-01,103,92,3,1,2,MELI,0.20311614683158127,-0.06442642548682875,TCOM,0.18508047693708107,-0.03651244542155163,,,,0.1940983118843312,-0.05046943545419019
2019-04,2019-04-01,2019-06-03,2019-04-01,103,92,3,2,2,MELI,0.20311614683158127,0.09777853276715409,TCOM,0.18508047693708107,-0.2485062762776875,,,,0.1940983118843312,-0.07536387175526671
2019-04,2019-04-01,2019-07-01,2019-04-01,103,92,3,3,2,MELI,0.20311614683158127,0.19532534610071672,TCOM,0.18508047693708107,-0.1445009642044096,,,,0.1940983118843312,0.025412190948153557
2019-04,2019-04-01,2019-05-01,2019-04-01,103,92,3,1,3,MELI,0.20311614683158127,-0.06442642548682875,TCOM,0.18508047693708107,-0.03651244542155163,CDNS,0.14498377536470683,0.05771601369805923,0.17772679971112307,-0.01440761907010705
2019-04,2019-04-01,2019-06-03,2019-04-01,103,92,3,2,3,MELI,0.20311614683158127,0.09777853276715409,TCOM,0.18508047693708107,-0.2485062762776875,CDNS,0.14498377536470683,-0.047839539241106066,0.17772679971112307,-0.06618909425054649
2019-04,2019-04-01,2019-07-01,2019-04-01,103,92,3,3,3,MELI,0.20311614683158127,0.19532534610071672,TCOM,0.18508047693708107,-0.1445009642044096,CDNS,0.14498377536470683,0.13194436758797878,0.17772679971112307,0.06092291649476197
2019-05,2019-05-01,2019-06-03,2019-05-01,103,92,3,1,1,QCOM,0.22185380623304463,-0.2282040138321545,,,,,,,0.22185380623304463,-0.2282040138321545
2019-05,2019-05-01,2019-07-01,2019-05-01,103,92,3,2,1,QCOM,0.22185380623304463,-0.09426195426195427,,,,,,,0.22185380623304463,-0.09426195426195427
2019-05,2019-05-01,2019-08-01,2019-05-01,103,92,3,3,1,QCOM,0.22185380623304463,-0.16810450380802144,,,,,,,0.22185380623304463,-0.16810450380802144
2019-05,2019-05-01,2019-06-03,2019-05-01,103,92,3,1,2,QCOM,0.22185380623304463,-0.2282040138321545,CDNS,0.12219915397151875,-0.09979574060726815,,,,0.1720264801022817,-0.16399987721971132
2019-05,2019-05-01,2019-07-01,2019-05-01,103,92,3,2,2,QCOM,0.22185380623304463,-0.09426195426195427,CDNS,0.12219915397151875,0.07017796169162405,,,,0.1720264801022817,-0.012041996285165113
2019-05,2019-05-01,2019-08-01,2019-05-01,103,92,3,3,2,QCOM,0.22185380623304463,-0.16810450380802144,CDNS,0.12219915397151875,0.06565509104013678,,,,0.1720264801022817,-0.05122470638394233
2019-05,2019-05-01,2019-06-03,2019-05-01,103,92,3,1,3,QCOM,0.22185380623304463,-0.2282040138321545,CDNS,0.12219915397151875,-0.09979574060726815,MELI,0.10709060991254009,0.17337488218218078,0.1503811900390345,-0.051541624085747285
2019-05,2019-05-01,2019-07-01,2019-05-01,103,92,3,2,3,QCOM,0.22185380623304463,-0.09426195426195427,CDNS,0.12219915397151875,0.07017796169162405,MELI,0.10709060991254009,0.27763906406047023,0.1503811900390345,0.08451835716338
2019-05,2019-05-01,2019-08-01,2019-05-01,103,92,3,3,3,QCOM,0.22185380623304463,-0.16810450380802144,CDNS,0.12219915397151875,0.06565509104013678,MELI,0.10709060991254009,0.2923689435534049,0.1503811900390345,0.06330651026184009
2019-06,2019-06-03,2019-07-01,2019-06-03,103,92,3,1,1,QCOM,0.11494508048331376,0.17354593956267528,,,,,,,0.11494508048331376,0.17354593956267528
2019-06,2019-06-03,2019-08-01,2019-06-03,103,92,3,2,1,QCOM,0.11494508048331376,0.07786968460738164,,,,,,,0.11494508048331376,0.07786968460738164
2019-06,2019-06-03,2019-09-03,2019-06-03,103,92,3,3,1,QCOM,0.11494508048331376,0.13721307485535816,,,,,,,0.11494508048331376,0.13721307485535816
2019-06,2019-06-03,2019-07-01,2019-06-03,103,92,3,1,2,QCOM,0.11494508048331376,0.17354593956267528,MELI,0.08537437599942048,0.08885837208683411,,,,0.10015972824136712,0.1312021558247547
2019-06,2019-06-03,2019-08-01,2019-06-03,103,92,3,2,2,QCOM,0.11494508048331376,0.07786968460738164,MELI,0.08537437599942048,0.10141180212578371,,,,0.10015972824136712,0.08964074336658268
2019-06,2019-06-03,2019-09-03,2019-06-03,103,92,3,3,2,QCOM,0.11494508048331376,0.13721307485535816,MELI,0.08537437599942048,0.021502505492165813,,,,0.10015972824136712,0.07935779017376199
2019-06,2019-06-03,2019-07-01,2019-06-03,103,92,3,1,3,QCOM,0.11494508048331376,0.17354593956267528,MELI,0.08537437599942048,0.08885837208683411,TTWO,0.06274056834273052,0.09447855049132703,0.08768667494182159,0.11896095404694547
2019-06,2019-06-03,2019-08-01,2019-06-03,103,92,3,2,3,QCOM,0.11494508048331376,0.07786968460738164,MELI,0.08537437599942048,0.10141180212578371,TTWO,0.06274056834273052,0.15243041048664074,0.08768667494182159,0.11057063240660203
2019-06,2019-06-03,2019-09-03,2019-06-03,103,92,3,3,3,QCOM,0.11494508048331376,0.13721307485535816,MELI,0.08537437599942048,0.021502505492165813,TTWO,0.06274056834273052,0.24266170320351033,0.08768667494182159,0.13379242785034476
2019-07,2019-07-01,2019-08-01,2019-07-01,103,92,3,1,1,QCOM,0.14645789885250438,-0.0815274900878169,,,,,,,0.14645789885250438,-0.0815274900878169
2019-07,2019-07-01,2019-09-03,2019-07-01,103,92,3,2,1,QCOM,0.14645789885250438,-0.0309598998066124,,,,,,,0.14645789885250438,-0.0309598998066124
2019-07,2019-07-01,2019-10-01,2019-07-01,103,92,3,3,1,QCOM,0.14645789885250438,-0.01871532293058742,,,,,,,0.14645789885250438,-0.01871532293058742
